folder,target_line,category,nexus_mod_id,nexus_mod_name,nexus_author,match_method,confidence,suggested_file_id,suggested_file_name,suggested_file_version,file_category,related_plugins,notes
Lux - Myrwatch Mesh - Tweaks and Enhancements,3329,nexus_found,85207,ELFX or LUX - Myrwatch Mesh Patch,PoptartJuniper,name_exact,high,440989,Lux - Myrwatch Mesh - Tweaks and Enhancements,1.0,OPTIONAL,Lux - Myrwatch Texture Patch - Tweaks and Enhancements.esp,linked plugin(s) found in this mod's files: Lux - Myrwatch Texture Patch - Tweaks and Enhancements.esp | linked plugin(s) found only in other mods: Lux - Myrwatch Tweaks and Enhancements patch.esp | folder matches the file name | name-linked plugin(s) that Nexus places in other mods: Lux - Myrwatch Tweaks and Enhancements patch.esp
Myrwatch - TnE - MyrwatchVaultFix - USCCCP Patch,3331,nexus_found,97659,CC Myrwatch - Tweaks and Enhancements (MyrTE),AndrealletiusVIII,name_exact,high,479879,Myrwatch - TnE -  MyrwatchVaultFix - USCCCP Patch,1.4,OLD_VERSION,,folder matches the file name | suggested file only exists as OLD_VERSION; current MAIN: CC Myrwatch - Tweaks and Enhancements v2.2.1 (#804090) | matched a file of a mod already identified for other folders (second pass)
Myrwatch - TnE - CC Fishing Patch,3332,nexus_found,97659,CC Myrwatch - Tweaks and Enhancements (MyrTE),AndrealletiusVIII,name_exact,high,465493,Myrwatch - TnE - CC Fishing Patch,1.3,OLD_VERSION,Myrwatch - TnE - CC Fishing Patch.esp,linked plugin(s) found in this mod's files: Myrwatch - TnE - CC Fishing Patch.esp | folder matches the file name | suggested file only exists as OLD_VERSION; current MAIN: CC Myrwatch - Tweaks and Enhancements v2.2.1 (#804090) | matched a file of a mod already identified for other folders (second pass)
CC Myrwatch - Tweaks and Enhancements (MyrTE),3333,nexus_found,97659,CC Myrwatch - Tweaks and Enhancements (MyrTE),AndrealletiusVIII,name_exact,high,804090,CC Myrwatch - Tweaks and Enhancements,2.2.1,MAIN,Myrwatch - Tweaks and Enhancements.esp,linked plugin(s) found in this mod's files: Myrwatch - Tweaks and Enhancements.esp | folder matches the file name
Myrwatch - Editable Home Cells (Cell Bug Workaround),3335,nexus_found,64108,Myrwatch - Editable Home Cells (Cell Bug Workaround),Jelidity,name_exact,high,302020,Myrwatch - House Fix,1.1.1,MAIN,,no file name matches the folder; the only current MAIN file is suggested
Mostly Treeless Tundra - Nature of the Wild Lands,3339,nexus_found,154818,Mostly Treeless Tundra - Patches Collection,Alaxouche (uploader AlaxoucheModding),name_exact,high,721544,Mostly Treeless Tundra - Nature of the Wild Lands,1.1.1,OPTIONAL,Mostly Treeless Tundra - Nature of the Wild Lands Patch.esp,linked plugin(s) found in this mod's files: Mostly Treeless Tundra - Nature of the Wild Lands Patch.esp | folder matches the file name
Mostly Treeless Tundra - Northern Scenery Tundra,3340,nexus_found,133515,Mostly Treeless Tundra - Patch Hub,DawnsMist,name_exact,medium,560322,Mostly Treeless Tundra - Northern Scenery Tundra,1.0,MAIN,,"another mod has an equally exact name; picked the far more downloaded one | folder matches the file name | alternatives: Mostly Treeless Tundra - Patches Collection (#154818, s=1.00, dl=36943)"
Mostly Treeless Tundra - Vanilla Plus,3341,nexus_found,133515,Mostly Treeless Tundra - Patch Hub,DawnsMist,name_exact,high,565246,Mostly Treeless Tundra - Vanilla Plus,1.0,MAIN,Mostly Treeless Tundra - Vanilla Plus.esp,linked plugin(s) found in this mod's files: Mostly Treeless Tundra - Vanilla Plus.esp | folder matches the file name
Mostly Treeless Tundra - Ryn's Halted Stream,3342,nexus_found,133515,Mostly Treeless Tundra - Patch Hub,DawnsMist,name_exact,high,565243,Mostly Treeless Tundra - Ryn's Halted Stream,1.0,MAIN,Mostly Treeless Tundra - Ryn's Halted Stream.esp,linked plugin(s) found in this mod's files: Mostly Treeless Tundra - Ryn's Halted Stream.esp | folder matches the file name
Mostly Treeless Tundra - Ryn's Bleakwind Basin,3343,nexus_found,133515,Mostly Treeless Tundra - Patch Hub,DawnsMist,name_exact,high,560324,Mostly Treeless Tundra - Ryn's Bleakwind Basin,1.0,MAIN,Mostly Treeless Tundra - Ryn's Bleakwin Basin.esp,linked plugin(s) found in this mod's files: Mostly Treeless Tundra - Ryn's Bleakwin Basin.esp | folder matches the file name
Mostly Treeless Tundra - Bent Pines,3344,nexus_found,133515,Mostly Treeless Tundra - Patch Hub,DawnsMist,name_exact,high,565233,Mostly Treeless Tundra - Bent Pines,1.0,MAIN,Mostly Treeless Tundra - Bent Pines.esp,linked plugin(s) found in this mod's files: Mostly Treeless Tundra - Bent Pines.esp | folder matches the file name
Mostly Treeless Tundra,3345,nexus_found,60655,Mostly Treeless Tundra,AgentW,name_exact,high,537084,Mostly Treeless Tundra,2.1,MAIN,Mostly Treeless Tundra 2.esp,linked plugin(s) found in this mod's files: Mostly Treeless Tundra 2.esp | folder matches the file name
Titan of Solitude Fixed and Improved,3346,nexus_found,117334,Titan of Solitude Fixed and Improved,turtlegodking,name_exact,high,683958,Titan of Solitude Improved,2.0,MAIN,TitanOfSkyrim.esp,no file name matches the folder; the only current MAIN file is suggested
Titan of Solitude,3347,nexus_found,91960,Titan of Solitude,betadanyou,name_exact,high,391075,Titan Solitude,v1,MAIN,TitanOfSkyrim.esp,folder matches the file name
Yggdrasil - Floating Tree Redux,3348,nexus_ambiguous,112376,Yggdrasil - World Tree Redux,Alaxouche - FrostyDudess17 (uploader AlaxoucheModding),name_fuzzy,low,710533,Yggdrasil - World Tree Redux,1.5.2,MAIN,Yggdrasil Trees.esp,no file name matches the folder; the only current MAIN file is suggested
Skyrim Tranquil ponds,3349,nexus_found,166171,Skyrim Tranquil Ponds,WiZkiD (uploader wizkid34),name_exact,high,763434,Skyrim Tranquil Ponds,1.7,MAIN,Skyrim Tranquil Ponds.esp;STP - CC Fishing integration.esp;STP - NotWL patch.esp,"linked plugin(s) found in this mod's files: Skyrim Tranquil Ponds.esp | folder matches the file name | alternatives: Skyrim Tranquil Ponds SC (#166207, s=0.90, dl=180)"
Ancient Land - JK's Windhelm Outskirts patch,3350,nexus_found,109496,Ancient Land - Small patch collection,Xanderlew,name_exact,medium,462304,Ancient Land - JK's Windhelm Outskirts patch,1,MAIN,Ancient Lands - JK's Windhelm Outskirts patch.esp,"another mod has an equally exact name but only as an archived/old file | linked plugin(s) found in this mod's files: Ancient Lands - JK's Windhelm Outskirts patch.esp | folder matches the file name | alternatives: Ancient Lands - Small patch collection - DELETED (#109449, s=1.00, dl=0)"
Ancient Land Patches,3351,nexus_found,54140,Ancient Land Patches,L0rkhaan,name_exact,high,409513,Ancient Land - Patches,1.6.0,MAIN,AncientLand-FancyMorthalSwampOverhaul.esp;AncientLand-LeapsOfFaith.esp;AncientLand-NorthernRoads.esp,folder matches the file name
Ancient Land,3352,nexus_found,22900,Ancient Land,Kralyks,name_exact,high,170200,Ancient Land 2.2,2.2,MAIN,AncientLand2.esp,folder matches the file name
Ruins Across Skyrim,3354,nexus_found,163593,Ruins Across Skyrim - AIO,sevnce (uploader sevnces),name_fuzzy,medium,684375,Ruins Across Skyrim - Core,1.2,MAIN,Falkreath Fort Ruins.esp;Ruins of the Swamp.esp;Ruins Over Riverwood - Northern Roads Patch.esp;Ruins Over Riverwood - NOTWL Patch.esp;Ruins Over Riverwood.esp,folder matches the file name
M.O.I.S.T. - Massive Outstandingly Insane Swamp Tree,3355,nexus_found,99083,M.O.I.S.T. - Massive Outstandingly Insane Swamp Tree,Alaxouche - BlubboDE (uploader AlaxoucheModding),name_exact,high,,,,,Massive Outstandingly Insane Swamp Tree.esp,linked plugin(s) found in this mod's files: Massive Outstandingly Insane Swamp Tree.esp | no file name matches the folder; several MAIN files: Massive Outstandingly Insane Swamp Trees - 2K | Massive Outstandingly Insane Swamp Trees - 4K
Fancy Morthal Swamp Overhaul,3356,nexus_found,85741,Fancy Morthal Swamp Overhaul,Jeannetta182,name_exact,high,770806,Fancy Morthal Swamp Overhaul,1.91,MAIN,Fancy Morthal Swamp Overhaul.esp;Fancy Swamp NotWL Patch.esp,linked plugin(s) found in this mod's files: Fancy Morthal Swamp Overhaul.esp | folder matches the file name
Petroglyphs of Skyrim,3361,nexus_found,146569,Petroglyphs of Skyrim,knightradiant2,name_exact,high,667401,Petroglyphs of Skyrim,1.0.3,MAIN,Petroglyphs of Skyrim.esp,linked plugin(s) found in this mod's files: Petroglyphs of Skyrim.esp | folder matches the file name
SilentStorm's Patches for DK's Realistic Nord Ships,3362,nexus_found,102666,SilentStorm's Patches for DK's Realistic Nord Ships,SilentStorm and DeviantKaled - aka ThatShipGuy (uploader SilentStorm064),name_exact,high,496693,Silent's Patches for DK's Realistic Nord Ships 2.0,2.0.1,MAIN,DynDOLOD - DK's Nord Ships Patch.esp;Great Village of Mixwater Mill - DK's Nord Ships Patch.esp;TGC Winterhold - DK's Nord Ships Patch.esp,folder matches the file name
DK's Realistic Nord Ships SSE,3363,nexus_found,43407,DK's Realistic Nord Ships SSE,DeviantKaled - aka ThatShipGuy (uploader JPSteel2),name_exact,high,182129,Realistic Nord Ships 2.0,2.0,MAIN,RealisticNordShips2.0.esp,folder matches the file name
[TalesOfStar] Air Balloons,3372,non_nexus,,,,manual_hint,medium,,,,,AirBalloons.esp,TalesOfStar Air Balloons (non-Nexus)
Unmarked Locations Pack - Wyrmstooth Addon,3382,nexus_found,169188,Unmarked Locations Pack - Wyrmstooth Addon,Gerald (uploader GeraldMods),name_exact,high,707731,Unmarked Locations Pack - Wyrmstooth Addon,1.0,MAIN,Unmarked Locations Pack - Wyrmstooth Addon.esp,linked plugin(s) found in this mod's files: Unmarked Locations Pack - Wyrmstooth Addon.esp | folder matches the file name
Blubbo Trees Variations,3412,nexus_found,119870,Blubbo Trees Variations,BlubboDE,name_exact,high,503101,Blubbo_Trees_Variations_Nexus.zip,0.9,MAIN,,folder matches the file name
Nature of the Wild Lands 3.14 - 3D hybrid LODs and regions addon,3413,nexus_found,133619,Nature of the Wild Lands 3.14 - 3D hybrid LODs and regions addon,Ylikollikas and fxxkthisworld,name_exact,high,677319,Nature of the Wild Lands 3.0 - 3D hybrid LOD,1.2.2,MAIN,,no file name matches the folder; the only current MAIN file is suggested
The Archwood Forest - 3D LOD Resources,3415,nexus_found,159512,The Archwood Forest - 3D LOD Resources,richardmayne367,name_exact,high,667051,The Archwood Forest - 3D LOD Resources,1.0.0,MAIN,,folder matches the file name
Maerchenwald - The Archwood Lite - Giant Fantasy Trees,3416,nexus_found,150187,Maerchenwald - The Archwood Lite - Giant Fantasy Trees,1m0ws,name_exact,high,628849,Maerchenwald - Archwood Lite - Giant Fantasy Trees,1.21a,MAIN,maerchenwald - the archwood lite.esp,"folder matches the file name | alternatives: DaRic - Maerchenwald - The Archwood Lite - Giant Fantasy Trees (TREES ONLY) (#165696, s=0.94, dl=1727)"
Maerchenwald - Archwood Lite - Giant Fantasy Trees,3417,nexus_found,150187,Maerchenwald - The Archwood Lite - Giant Fantasy Trees,1m0ws,name_exact,high,628849,Maerchenwald - Archwood Lite - Giant Fantasy Trees,1.21a,MAIN,maerchenwald - the archwood lite.esp,folder matches the file name
Lod Model Library for DynDOLOD,3442,nexus_found,87521,LOD Model Library for DynDOLOD,Blackread,name_exact,high,763408,LOD Model Library - FOMOD,1.8.3,MAIN,,no file name matches the folder; the only current MAIN file is suggested
Far Object LOD Improvement Project SSE,3443,nexus_found,79197,Far Object LOD Improvement Project SSE,DoubleYou,name_exact,high,347734,Far Object LOD Improvement Project SSE,1.1,MAIN,FOLIP.esp,folder matches the file name
LOTD Unofficial Unslaad TCC Patch,3636,nexus_found,146182,LOTD Unofficial Unslaad TCC Patch,liuziji,name_exact,medium,676149,LOTD Unofficial Unslaad TCC Patch,1.3,MAIN,LOTD_TCC_Unslaad_Display.esp,linked plugin(s) found only in other mods: LOTD_TCC_Unslaad.esp | folder matches the file name | name-linked plugin(s) that Nexus places in other mods: LOTD_TCC_Unslaad.esp
Unslaad SE2,3641,nexus_found,11789,Unslaad SE,Vicn,name_exact,high,765178,Unslaad SE v306b,3.0.6,MAIN,Unslaad.esm,linked plugin(s) found in this mod's files: Unslaad.esm | folder matches the file name
VIGILANT SE HiRes Pack 180,3673,nexus_found,11849,VIGILANT SE,Vicn,name_exact,high,655345,VIGILANT SE HiRes Pack 180,1.8.0,OLD_VERSION,,folder matches the file name | suggested file only exists as OLD_VERSION; current MAIN: VIGILANT SE v182 v1.8.2 (#764410) | matched a file of a mod already identified for other folders (second pass)
Vigilant - English Voices Addon 1.8 esp,3675,not_found,,,,,,,,,,,"closest: VIGILANT - English Translation (Plus Voiced Addon) (#11894, s=0.60, dl=5100238)"
VIGILANT - English Translation (Silent),3676,nexus_found,11894,VIGILANT - English Translation (Plus Voiced Addon),Aelarr and The Skyrim Voice Alliance,name_exact,high,764531,VIGILANT - English Translation (Silent),1.8.2,OPTIONAL,,folder matches the file name
VIGILANT SE 1.8,3677,nexus_found,11849,VIGILANT SE,Vicn,name_exact,high,764410,VIGILANT SE v182,1.8.2,MAIN,Vigilant.esm,linked plugin(s) found in this mod's files: Vigilant.esm | match after dropping version/edition tokens | folder matches the file name | file version matches the version in the folder name
Legacy of the Dragonborn V6,3720,nexus_found,11802,Legacy of the Dragonborn SSE,icecreamassassin,name_exact,high,799981,Legacy of the Dragonborn V6,6.10.2,MAIN,LegacyoftheDragonborn.esm;LegacyoftheDragonborn0.esp,linked plugin(s) found in this mod's files: LegacyoftheDragonborn.esm | folder matches the file name | file version matches the version in the folder name
Wheezing Draugr - ISC Patch,3803,nexus_found,177568,Wheezing Draugr,Clofas,name_exact,high,743217,Wheezing Draugr - ISC Patch,1.1,OPTIONAL,Wheezing Draugr - ISC Patch.esp,linked plugin(s) found in this mod's files: Wheezing Draugr - ISC Patch.esp | folder matches the file name
Clair Obscur Expedition 33 - VANILLA PLUS,3878,nexus_found,152168,Clair Obscur Expedition 33 - Soundtrack,gabeavenger,name_exact,high,635779,Clair Obscur Expedition 33 - WITH VANILLA SONGS,1.0.1,MAIN,Clair Obscur Expedition 33 - Sountrack PLUS VANILLA.esp,folder matches the file's archive name
Advanced Eyes Addon for (CVEO) by LDD - EFM Patch,3892,nexus_found,169004,Advanced Eyes Addon for (CVEO) by LDD,LevisageDeDior,name_exact,high,708305,Advanced Eyes Addon for (CVEO) by LDD - EFM Patch,1.0.0,OPTIONAL,,folder matches the file name
Advanced Eyes Addon for (CVEO) by LDD,3893,nexus_found,169004,Advanced Eyes Addon for (CVEO) by LDD,LevisageDeDior,name_exact,high,710299,Advanced Eyes Addon for (CVEO) by LDD,3.0.0,MAIN,AdvancedEyesAddon_CVEObyLDD.esp,folder matches the file name
LDD - Better Eye Shape for HPH,3894,nexus_found,165624,LDD - Better Eye Shape for HPH,LevisageDeDior,name_exact,high,691812,LDD - Better Eye Shape for HPH,1.0.0,MAIN,LDD_BetterEyeShapeforHPH.esp,linked plugin(s) found in this mod's files: LDD_BetterEyeShapeforHPH.esp | folder matches the file name
Dint BDOR Hair - Salt and Wind (Sassy),3895,nexus_found,188732,Dint BDOR Hair - Salt and Wind (Sassy),Uvithryn,name_exact,high,791280,Dint BDOR Hair - Salt And Wind,1,MAIN,,folder matches the file name
[Dint999] BDOR Hairs SSE 0.23,3896,non_nexus,,,,manual_hint,medium,,,,,,Dint999 BDOR hairs (Patreon/non-Nexus)
Lore-Friendly Load Screen Compendium (21-9) (4K),3908,nexus_found,138294,Lore-Friendly Load Screen Compendium (Loading Screens),ChildofDragons,name_exact,high,625091,Load Screen Compendium (21-9) (4K),2.1,OLD_VERSION,,folder matches the file's archive name | suggested file only exists as OLD_VERSION; current MAIN: Load Screen Compendium (16-9_10) (2K) v3.0 (#804828)
Dynamic Activation Key - Addons Collection2,3917,nexus_found,96430,Dynamic Activation Key - Addons Collection,MaskedRPGFan,name_exact,high,727843,Dynamic Activation Key - Addons Collection,2.3.0,MAIN,Dynamic Activation Key - Addons Collection.esp,linked plugin(s) found in this mod's files: Dynamic Activation Key - Addons Collection.esp | folder matches the file name
Lamas Tiny Hud - Edge version (SUKI),3922,non_nexus,,,,manual_hint,medium,,,,,,Lama's Tiny HUD Edge skin by SUKI (non-Nexus)
LamasTinyHUD - A Quick Slot Mod with Elden Souls Option,3923,nexus_found,82545,LamasTinyHUD - A Quick Slot Mod with Elden Souls Option,mlthelama,name_exact,high,423019,LamasTinyHUD,1.5.0,MAIN,LamasTinyHUD.esl,no file name matches the folder; the only current MAIN file is suggested
Compass Navigation Overhaul 2,3985,nexus_found,74484,Compass Navigation Overhaul,alexsylex,name_fuzzy,medium,481665,Compass Navigation Overhaul,2.2.0,MAIN,,folder matches the file name
In-Game Patcher - SKSE plugin,4014,nexus_found,158681,In-Game Patcher - SKSE plugin,RavenKZP,name_exact,high,669293,In-Game Patcher,1.4.2,MAIN,,no file name matches the folder; the only current MAIN file is suggested
SkyPlace,4015,nexus_found,149455,SkyPlace,SkyrimThiago,name_exact,high,806723,SkyPlace,1.4.3,MAIN,,folder matches the file name
Texture Downscaler,4016,nexus_found,187049,Texture Downscaler,RoseEden30,name_exact,high,793592,Texture Downscaler,2.4.0,MAIN,,folder matches the file name
Jaxonz Positioner Converter Remastered,4025,nexus_found,13090,Jaxonz Positioner Converter Remastered,SirTurdle,name_exact,high,285000,Jaxonz Positioner SSE Converted 2.0 Re-Upload No SKSE,2.0-No-SKSE,MAIN,JaxonzEnhGrab.esp,no file name matches the folder; the only current MAIN file is suggested
PhotoMode,4026,nexus_found,91701,Photo Mode,powerofthree,name_exact,high,803668,Photo Mode,3.0.4,MAIN,PhotoMode.esp,linked plugin(s) found in this mod's files: PhotoMode.esp | folder matches the file name
Hair Colour Sync NG,4027,nexus_found,156414,Hair Colour Sync NG,Jg1 and NG port by kingeric1992,name_exact,high,659270,HairColourSyncNg,1.3.1,MAIN,,folder matches the file name
Save & Load Accelerator for SKSE Cosaves (S.L.A.C.K.),4028,nexus_found,163969,Save and Load Accelerator for SKSE Cosaves - S.L.A.C.K.,just-harry (uploader UnjustHarry),name_exact,high,802936,Save and Load Accelerator For SKSE Cosaves,1.5.1,MAIN,,match after dropping version/edition tokens | folder matches the file name
Dynamic Armor Variants for Skyrim 1.5,4034,nexus_found,88302,Dynamic Armor Variants for Skyrim 1.5,Parapets (uploader Fuzzlesz),name_exact,high,594309,Dynamic Armor Variants for Skyrim 1.5,1.0.5-SE,MAIN,,folder matches the file name
NGIO - NG (1.5.11),4076,nexus_found,42161,No Grass In Objects,meh321 DwemerEngineer alandtse,name_exact,high,699415,NGIO - NG (1.5.11),1.5.11,OLD_VERSION,,folder matches the file name | file version matches the version in the folder name | suggested file only exists as OLD_VERSION; current MAIN: NGIO - NG (1.6.14) v1.6.14 (#797980) | matched a file of a mod already identified for other folders (second pass)
Powerofthree's Tweaks 1.15.1,4080,nexus_found,51073,powerofthree's Tweaks,powerofthree,name_exact,high,661201,powerofthree's Tweaks,1.15.1,OLD_VERSION,,"match after dropping version/edition tokens | folder matches the file name | file version matches the version in the folder name | suggested file only exists as OLD_VERSION; current MAIN: powerofthree's Tweaks v1.17.1 (#794717) | alternatives: powerofthree's Tweaks VR (#59510, s=0.87, dl=374176)"
Dtry Key Util Stuck Keys fix,4115,nexus_found,169354,dTry's Key Util - Stuck Keys Fix,Strife (uploader BlessingS91),name_fuzzy,medium,723554,KeyTrace Fix,2.0,MAIN,KeyTrace Fix.esp,no file name matches the folder; the only current MAIN file is suggested
Base Object Swapper 3.41,4121,nexus_found,60805,Base Object Swapper,powerofthree,name_exact,high,647525,Base Object Swapper,3.4.1,OLD_VERSION,,"match after dropping version/edition tokens | folder matches the file name | file version matches the version in the folder name | suggested file only exists as OLD_VERSION; current MAIN: Base Object Swapper v3.5.0 (#794962) | alternatives: Base Object Swapper VR (#61734, s=0.89, dl=352128)"
